trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1057,False,"{'a': 0.6, 'e': 0.9999999935552502}",25,0,-77.06470152818642,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
1058,False,"{'a': 0.6, 'e': 0.9999999934250574}",20,0,-59.24473306668266,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1059,False,"{'a': 0.6, 'e': 0.9999999932922348}",20,0,-143.88345407477158,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
1060,False,"{'a': 0.6, 'e': 0.9999999931567289}",25,0,-197.9267246002424,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
1061,False,"{'a': 0.6, 'e': 0.9999999930184857}",30,0,-118.79238425593465,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
1062,False,"{'a': 0.6, 'e': 0.9999999928774499}",20,0,-187.27091825803126,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
1063,False,"{'a': 0.6, 'e': 0.9999999927335648}",30,21,-2.6897996161914683,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.6, 'e': 0.9999999925867731}",20,9,-37.13883512139997,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
1065,False,"{'a': 0.6, 'e': 0.9999999924370161}",20,0,-124.35657511644379,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
1066,False,"{'a': 0.6, 'e': 0.9999999922842336}",25,0,-73.02293576538425,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1067,False,"{'a': 0.6, 'e': 0.9999999921283648}",30,9,-135.88878158362368,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
1068,False,"{'a': 0.6, 'e': 0.9999999919693471}",20,0,-159.58176881252123,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
1069,False,"{'a': 0.6, 'e': 0.9999999918071173}",20,0,-98.1428689169669,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
1070,False,"{'a': 0.6, 'e': 0.9999999916416099}",30,0,-246.97010999586573,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 6}",0
1071,False,"{'a': 0.6, 'e': 0.9999999914727594}",20,0,-109.5183145024753,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1072,False,"{'a': 0.6, 'e': 0.9999999913004977}",20,0,-191.47610575851834,"{0: 10, 1: 2, 2: 2, 3: 3, 4: 3}",0
1073,False,"{'a': 0.6, 'e': 0.999999991124756}",25,0,-107.00381515570027,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1074,False,"{'a': 0.6, 'e': 0.9999999909454641}",25,0,-168.14026108865474,"{0: 10, 1: 7, 2: 6, 3: 0, 4: 2}",0
1075,False,"{'a': 0.6, 'e': 0.9999999907625504}",25,0,-216.75472384608756,"{0: 10, 1: 3, 2: 7, 3: 3, 4: 2}",0
1076,False,"{'a': 0.6, 'e': 0.9999999905759417}",25,0,-146.93115699498057,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
1077,False,"{'a': 0.6, 'e': 0.9999999903855631}",20,0,-72.60158962360656,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1078,False,"{'a': 0.6, 'e': 0.9999999901913385}",25,0,-144.47183814573674,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1079,False,"{'a': 0.6, 'e': 0.9999999899931903}",20,0,-78.21255857430579,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1080,False,"{'a': 0.6, 'e': 0.9999999897910393}",20,0,-117.1371442101197,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1081,False,"{'a': 0.6, 'e': 0.9999999895848047}",20,0,-49.012811356138265,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1082,False,"{'a': 0.6, 'e': 0.9999999893744037}",20,0,-78.29829957253114,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1083,False,"{'a': 0.6, 'e': 0.9999999891597525}",20,0,-97.64273892588783,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1084,False,"{'a': 0.6, 'e': 0.999999988940765}",25,0,-139.66636974954702,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
1085,False,"{'a': 0.6, 'e': 0.9999999887173535}",20,0,-130.77758975698137,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
1086,False,"{'a': 0.6, 'e': 0.999999988489429}",20,0,-216.9597581886403,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 4}",0
1087,False,"{'a': 0.6, 'e': 0.9999999882569001}",25,0,-116.82210424413103,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
1088,False,"{'a': 0.6, 'e': 0.9999999880196738}",20,0,-30.655580095586288,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1089,False,"{'a': 0.6, 'e': 0.999999987777655}",20,0,-53.037490227922774,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
1090,False,"{'a': 0.6, 'e': 0.9999999875307474}",20,0,-110.614331848567,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
1091,False,"{'a': 0.6, 'e': 0.9999999872788518}",25,0,-167.87627402689975,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
1092,False,"{'a': 0.6, 'e': 0.9999999870218677}",25,0,-101.19553709177059,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1093,False,"{'a': 0.6, 'e': 0.9999999867596918}",25,0,-139.01061341306584,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
1094,False,"{'a': 0.6, 'e': 0.99999998649222}",30,0,-122.62191347194981,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
1095,False,"{'a': 0.6, 'e': 0.9999999862193447}",25,0,-62.1562799851217,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
1096,False,"{'a': 0.6, 'e': 0.999999985940957}",20,0,-181.8603841256003,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
1097,False,"{'a': 0.6, 'e': 0.9999999856569455}",25,0,-50.03154777359091,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1098,False,"{'a': 0.6, 'e': 0.9999999853671966}",25,0,-47.03993176475832,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
1099,False,"{'a': 0.6, 'e': 0.9999999850715944}",20,0,-96.33508118515806,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
1100,False,"{'a': 0.6, 'e': 0.9999999847700205}",30,0,-135.9773431048797,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
1101,False,"{'a': 0.6, 'e': 0.9999999844623544}",20,0,-106.07273958474518,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1102,False,"{'a': 0.6, 'e': 0.9999999841484732}",20,0,-55.48955885601008,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1103,False,"{'a': 0.6, 'e': 0.9999999838282512}",20,0,-42.316901170255804,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
1104,False,"{'a': 0.6, 'e': 0.99999998350156}",25,0,-152.66297407780053,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
1105,False,"{'a': 0.6, 'e': 0.9999999831682697}",20,6,-65.23660403722539,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
1106,False,"{'a': 0.6, 'e': 0.9999999828282461}",30,0,-132.73158191408118,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
1107,False,"{'a': 0.6, 'e': 0.9999999824813536}",30,13,-22.37830574935773,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1108,False,"{'a': 0.6, 'e': 0.9999999821274536}",20,0,-212.9827438021612,"{0: 9, 1: 0, 2: 6, 3: 2, 4: 3}",0
1109,False,"{'a': 0.6, 'e': 0.9999999817664041}",25,0,-154.4654752399257,"{0: 8, 1: 7, 2: 9, 3: 0, 4: 1}",0
1110,False,"{'a': 0.6, 'e': 0.999999981398061}",20,0,-41.27266643439098,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1111,False,"{'a': 0.6, 'e': 0.9999999810222769}",30,0,-236.36394891056136,"{0: 15, 1: 2, 2: 8, 3: 2, 4: 3}",0
1112,False,"{'a': 0.6, 'e': 0.9999999806389016}",35,0,-171.61455961266603,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",0
1113,False,"{'a': 0.6, 'e': 0.9999999802477815}",30,0,-144.79235218981606,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
1114,False,"{'a': 0.6, 'e': 0.9999999798487602}",25,0,-116.7633692084459,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
1115,False,"{'a': 0.6, 'e': 0.9999999794416781}",20,0,-44.50541191408563,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1116,False,"{'a': 0.6, 'e': 0.9999999790263725}",20,0,-127.32150448852883,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1117,False,"{'a': 0.6, 'e': 0.9999999786026772}",25,15,-35.427035249698285,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
1118,False,"{'a': 0.6, 'e': 0.9999999781704225}",25,0,-141.4848043261013,"{0: 12, 1: 2, 2: 7, 3: 4, 4: 0}",0
1119,False,"{'a': 0.6, 'e': 0.9999999777294357}",25,0,-61.18178838239692,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
1120,False,"{'a': 0.6, 'e': 0.9999999772795406}",20,0,-155.07891386813773,"{0: 10, 1: 0, 2: 5, 3: 4, 4: 1}",0
1121,False,"{'a': 0.6, 'e': 0.9999999768205569}",25,0,-149.96843973141577,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
1122,False,"{'a': 0.6, 'e': 0.999999976352301}",20,1,-65.04664054670197,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 0}",1
1123,False,"{'a': 0.6, 'e': 0.9999999758745858}",20,0,-113.34333201540859,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
1124,False,"{'a': 0.6, 'e': 0.9999999753872201}",25,0,-152.72304579738616,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
1125,False,"{'a': 0.6, 'e': 0.999999974890009}",30,0,-151.97602615499238,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
1126,False,"{'a': 0.6, 'e': 0.9999999743827537}",20,0,-103.25769609180956,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
1127,False,"{'a': 0.6, 'e': 0.999999973865251}",20,0,-66.56563010010001,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1128,False,"{'a': 0.6, 'e': 0.999999973337294}",20,0,-109.7181003074548,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
1129,False,"{'a': 0.6, 'e': 0.9999999727986716}",25,12,-36.4356939818599,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
1130,False,"{'a': 0.6, 'e': 0.9999999722491683}",25,0,-212.35358774625846,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
1131,False,"{'a': 0.6, 'e': 0.9999999716885642}",30,0,-182.2935392488027,"{0: 15, 1: 6, 2: 5, 3: 2, 4: 2}",0
1132,False,"{'a': 0.6, 'e': 0.9999999711166354}",25,0,-101.05181918937305,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
1133,False,"{'a': 0.6, 'e': 0.9999999705331528}",30,0,-240.8989602048447,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
1134,False,"{'a': 0.6, 'e': 0.999999969937883}",25,0,-129.02367716491239,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
1135,False,"{'a': 0.6, 'e': 0.9999999693305879}",30,0,-179.79113309468104,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 4}",0
1136,False,"{'a': 0.6, 'e': 0.9999999687110249}",20,0,4.673197446458489,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1137,False,"{'a': 0.6, 'e': 0.9999999680789456}",25,0,-230.83048609648694,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
1138,False,"{'a': 0.6, 'e': 0.9999999674340976}",25,0,-18.81184598929964,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1139,False,"{'a': 0.6, 'e': 0.9999999667762227}",20,8,-52.23971527063675,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1140,False,"{'a': 0.6, 'e': 0.9999999661050578}",30,0,-272.28301876020043,"{0: 14, 1: 5, 2: 4, 3: 3, 4: 4}",0
1141,False,"{'a': 0.6, 'e': 0.9999999654203348}",25,0,-137.2315874509716,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1142,False,"{'a': 0.6, 'e': 0.9999999647217791}",25,0,-154.32227794497285,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
1143,False,"{'a': 0.6, 'e': 0.9999999640091117}",30,0,-137.03733696334527,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
1144,False,"{'a': 0.6, 'e': 0.9999999632820475}",20,0,-94.725889370258,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
1145,False,"{'a': 0.6, 'e': 0.9999999625402959}",20,0,-29.71194246254934,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1146,False,"{'a': 0.6, 'e': 0.9999999617835597}",30,0,-74.90610916981007,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
1147,False,"{'a': 0.6, 'e': 0.9999999610115364}",25,0,-95.34671475518873,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
1148,False,"{'a': 0.6, 'e': 0.9999999602239171}",20,0,-30.86161635599138,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
1149,False,"{'a': 0.6, 'e': 0.9999999594203871}",20,2,-39.39729297569148,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
1150,False,"{'a': 0.6, 'e': 0.9999999586006244}",25,0,-120.68776359742047,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
1151,False,"{'a': 0.6, 'e': 0.9999999577643017}",20,0,-47.17645571380846,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1152,False,"{'a': 0.6, 'e': 0.9999999569110841}",20,0,-90.4143519135063,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
1153,False,"{'a': 0.6, 'e': 0.9999999560406302}",25,0,-238.16807902480352,"{0: 10, 1: 1, 2: 10, 3: 1, 4: 3}",0
1154,False,"{'a': 0.6, 'e': 0.999999955152592}",25,0,-80.57994579193549,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
1155,False,"{'a': 0.6, 'e': 0.9999999542466144}",20,13,-40.547815782844566,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1156,False,"{'a': 0.6, 'e': 0.9999999533223347}",25,7,-79.65837332818698,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
1157,False,"{'a': 0.6, 'e': 0.9999999523793834}",25,0,-126.83640403066784,"{0: 13, 1: 1, 2: 8, 3: 3, 4: 0}",0
1158,False,"{'a': 0.6, 'e': 0.9999999514173831}",25,0,-135.88130357033936,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
1159,False,"{'a': 0.6, 'e': 0.9999999504359494}",20,0,-118.4336384291677,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
1160,False,"{'a': 0.6, 'e': 0.9999999494346891}",30,8,-68.04658421017687,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
1161,False,"{'a': 0.6, 'e': 0.9999999484132021}",25,0,-218.12157995657472,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
1162,False,"{'a': 0.6, 'e': 0.9999999473710798}",20,0,-99.68463650174166,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
1163,False,"{'a': 0.6, 'e': 0.999999946307905}",35,0,-190.98209777682328,"{0: 18, 1: 6, 2: 8, 3: 1, 4: 2}",0
1164,False,"{'a': 0.6, 'e': 0.9999999452232528}",20,0,-91.34554041859835,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
1165,False,"{'a': 0.6, 'e': 0.9999999441166891}",20,0,-107.32639515455753,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1166,False,"{'a': 0.6, 'e': 0.9999999429877714}",25,0,-216.04360186689408,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
1167,False,"{'a': 0.6, 'e': 0.9999999418360481}",35,0,-179.83562591057262,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
1168,False,"{'a': 0.6, 'e': 0.9999999406610585}",30,0,-98.06176584904435,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
1169,False,"{'a': 0.6, 'e': 0.9999999394623323}",30,12,-183.9548276274534,"{0: 8, 1: 3, 2: 2, 3: 2, 4: 3}",1
1170,False,"{'a': 0.6, 'e': 0.9999999382393905}",25,8,-111.4575337568459,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
1171,False,"{'a': 0.6, 'e': 0.9999999369917434}",25,0,-173.8800193378028,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
1172,False,"{'a': 0.6, 'e': 0.9999999357188923}",20,0,-119.76774201935824,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
1173,False,"{'a': 0.6, 'e': 0.999999934420328}",30,6,-101.66754821521235,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 1}",1
1174,False,"{'a': 0.6, 'e': 0.9999999330955307}",20,4,-55.869315070832165,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
1175,False,"{'a': 0.6, 'e': 0.999999931743971}",25,0,-186.51482900019576,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
1176,False,"{'a': 0.6, 'e': 0.9999999303651077}",20,2,-94.84187293495447,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
1177,False,"{'a': 0.6, 'e': 0.9999999289583897}",25,0,-203.17871290824655,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
1178,False,"{'a': 0.6, 'e': 0.999999927523254}",20,12,-3.73634088816486,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.6, 'e': 0.9999999260591267}",20,0,-12.126160620544024,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1180,False,"{'a': 0.6, 'e': 0.9999999245654222}",30,0,-55.51901219323225,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
1181,False,"{'a': 0.6, 'e': 0.9999999230415427}",25,0,-179.5527573114417,"{0: 11, 1: 6, 2: 4, 3: 2, 4: 2}",0
1182,False,"{'a': 0.6, 'e': 0.9999999214868789}",20,0,-47.84678672125119,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1183,False,"{'a': 0.6, 'e': 0.9999999199008087}",30,0,-77.49520189070398,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
1184,False,"{'a': 0.6, 'e': 0.999999918282698}",30,0,-282.40438843279446,"{0: 13, 1: 3, 2: 8, 3: 2, 4: 4}",0
1185,False,"{'a': 0.6, 'e': 0.999999916631899}",30,0,-42.15400350469493,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
1186,False,"{'a': 0.6, 'e': 0.9999999149477518}",25,0,-183.67403965839767,"{0: 10, 1: 2, 2: 11, 3: 0, 4: 2}",0
1187,False,"{'a': 0.6, 'e': 0.9999999132295827}",20,0,-175.86036284847472,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
1188,False,"{'a': 0.6, 'e': 0.9999999114767041}",25,0,-155.82372390858293,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
1189,False,"{'a': 0.6, 'e': 0.999999909688415}",25,0,-114.48619444696678,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",1
1190,False,"{'a': 0.6, 'e': 0.9999999078640001}",20,6,-58.36538356942193,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
1191,False,"{'a': 0.6, 'e': 0.9999999060027298}",25,0,-126.14310375788834,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
1192,False,"{'a': 0.6, 'e': 0.9999999041038591}",20,0,-148.5518731308551,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
1193,False,"{'a': 0.6, 'e': 0.9999999021666286}",25,3,-144.76094617586674,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 2}",1
1194,False,"{'a': 0.6, 'e': 0.9999999001902637}",20,0,-96.19157247018703,"{0: 12, 1: 2, 2: 2, 3: 4, 4: 0}",0
1195,False,"{'a': 0.6, 'e': 0.9999998981739734}",30,0,-150.0827756080345,"{0: 16, 1: 7, 2: 5, 3: 0, 4: 2}",0
1196,False,"{'a': 0.6, 'e': 0.9999998961169515}",30,0,-118.30706173623581,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
1197,False,"{'a': 0.6, 'e': 0.9999998940183749}",20,0,-70.75602525289429,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1198,False,"{'a': 0.6, 'e': 0.9999998918774043}",25,0,-101.9982265691059,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
1199,False,"{'a': 0.6, 'e': 0.9999998896931832}",25,0,-103.35825766696338,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
1200,False,"{'a': 0.6, 'e': 0.9999998874648379}",25,0,-51.583152135593295,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1201,False,"{'a': 0.6, 'e': 0.9999998851914772}",20,0,-78.74333659055976,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1202,False,"{'a': 0.6, 'e': 0.9999998828721914}",25,0,-95.86133847028509,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
1203,False,"{'a': 0.6, 'e': 0.9999998805060529}",20,8,-79.37668812559345,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
1204,False,"{'a': 0.6, 'e': 0.9999998780921155}",25,0,-95.201514158304,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
1205,False,"{'a': 0.6, 'e': 0.9999998756294132}",20,0,-104.12211834815623,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
1206,False,"{'a': 0.6, 'e': 0.9999998731169609}",20,0,-157.4042748211494,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
1207,False,"{'a': 0.6, 'e': 0.999999870553754}",20,0,-137.68091988791713,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
1208,False,"{'a': 0.6, 'e': 0.9999998679387666}",20,0,-51.70267767396227,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1209,False,"{'a': 0.6, 'e': 0.9999998652709529}",30,0,-185.21326968396266,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
1210,False,"{'a': 0.6, 'e': 0.9999998625492461}",30,0,-249.87486763657324,"{0: 14, 1: 2, 2: 9, 3: 2, 4: 3}",0
1211,False,"{'a': 0.6, 'e': 0.9999998597725571}",30,7,-135.16549995838324,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 2}",1
1212,False,"{'a': 0.6, 'e': 0.9999998569397752}",20,0,-91.21162974118378,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1213,False,"{'a': 0.6, 'e': 0.9999998540497674}",35,0,-192.48420011146675,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
1214,False,"{'a': 0.6, 'e': 0.9999998511013777}",30,0,-181.2516961288054,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
1215,False,"{'a': 0.6, 'e': 0.9999998480934262}",30,0,-89.11295476088661,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
1216,False,"{'a': 0.6, 'e': 0.9999998450247105}",20,0,-201.29540836809463,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
1217,False,"{'a': 0.6, 'e': 0.9999998418940025}",30,0,-141.1431913505023,"{0: 16, 1: 7, 2: 5, 3: 0, 4: 2}",0
1218,False,"{'a': 0.6, 'e': 0.9999998387000499}",25,0,-216.9532897712902,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
1219,False,"{'a': 0.6, 'e': 0.9999998354415753}",20,0,-71.36542444485826,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1220,False,"{'a': 0.6, 'e': 0.9999998321172752}",20,0,-91.11937850886778,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1221,False,"{'a': 0.6, 'e': 0.9999998287258198}",30,0,-204.6954972458734,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
1222,False,"{'a': 0.6, 'e': 0.9999998252658525}",25,0,-118.11925778821741,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
1223,False,"{'a': 0.6, 'e': 0.9999998217359891}",25,0,-208.83222823811786,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
1224,False,"{'a': 0.6, 'e': 0.999999818134818}",25,0,-117.29624157770286,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
1225,False,"{'a': 0.6, 'e': 0.9999998144608981}",20,0,-82.24355517321159,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
1226,False,"{'a': 0.6, 'e': 0.9999998107127605}",20,0,-93.58318048587891,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1227,False,"{'a': 0.6, 'e': 0.9999998068889053}",20,0,-116.83477874500431,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
1228,False,"{'a': 0.6, 'e': 0.9999998029878032}",30,0,-171.37918661678668,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
1229,False,"{'a': 0.6, 'e': 0.9999997990078935}",25,0,-118.94890463459632,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
1230,False,"{'a': 0.6, 'e': 0.9999997949475846}",25,2,-146.66412136069803,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 2}",1
1231,False,"{'a': 0.6, 'e': 0.9999997908052518}",30,0,-120.56050815956566,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
1232,False,"{'a': 0.6, 'e': 0.9999997865792385}",20,0,-128.79976657467404,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1233,False,"{'a': 0.6, 'e': 0.999999782267854}",25,0,-108.83259751403128,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
1234,False,"{'a': 0.6, 'e': 0.9999997778693739}",30,0,-120.0879567166023,"{0: 16, 1: 7, 2: 6, 3: 0, 4: 1}",0
1235,False,"{'a': 0.6, 'e': 0.9999997733820386}",20,0,-20.022255259055296,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
1236,False,"{'a': 0.6, 'e': 0.9999997688040531}",25,0,-72.94743102087118,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
1237,False,"{'a': 0.6, 'e': 0.9999997641335864}",25,0,-196.98313478078384,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
