trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
473,False,"{'a': 0.6, 'e': 0.9999999999999454}",20,0,-58.494994630260884,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
474,False,"{'a': 0.6, 'e': 0.9999999999999443}",30,0,-125.78854249078148,"{0: 15, 1: 3, 2: 11, 3: 1, 4: 0}",0
475,False,"{'a': 0.6, 'e': 0.9999999999999432}",35,0,-193.11664476254649,"{0: 19, 1: 3, 2: 10, 3: 1, 4: 2}",0
476,False,"{'a': 0.6, 'e': 0.999999999999942}",20,15,4.333130194852636,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.6, 'e': 0.9999999999999409}",25,0,-50.21021325994904,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
478,False,"{'a': 0.6, 'e': 0.9999999999999398}",25,0,-182.4094380907079,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
479,False,"{'a': 0.6, 'e': 0.9999999999999385}",25,0,-155.07739879873907,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
480,False,"{'a': 0.6, 'e': 0.9999999999999374}",35,0,-178.39274630566734,"{0: 20, 1: 4, 2: 7, 3: 3, 4: 1}",0
481,False,"{'a': 0.6, 'e': 0.999999999999936}",20,0,-96.5361045151109,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
482,False,"{'a': 0.6, 'e': 0.9999999999999347}",20,0,-72.11968510523891,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
483,False,"{'a': 0.6, 'e': 0.9999999999999334}",25,0,-132.76816097045185,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
484,False,"{'a': 0.6, 'e': 0.999999999999932}",20,2,-72.1770534045596,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 0}",1
485,False,"{'a': 0.6, 'e': 0.9999999999999307}",25,0,-108.90843887828419,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
486,False,"{'a': 0.6, 'e': 0.9999999999999292}",20,0,-51.11185638673019,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
487,False,"{'a': 0.6, 'e': 0.9999999999999278}",25,0,-249.7984855417685,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
488,False,"{'a': 0.6, 'e': 0.9999999999999263}",25,0,-181.81114817866109,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
489,False,"{'a': 0.6, 'e': 0.999999999999925}",25,0,-195.25019634929245,"{0: 11, 1: 5, 2: 4, 3: 3, 4: 2}",0
490,False,"{'a': 0.6, 'e': 0.9999999999999234}",20,0,-96.31734398496165,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
491,False,"{'a': 0.6, 'e': 0.9999999999999218}",20,0,-65.44913980761768,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
492,False,"{'a': 0.6, 'e': 0.9999999999999203}",25,0,-143.9089449553225,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
493,False,"{'a': 0.6, 'e': 0.9999999999999187}",30,0,-130.5638355663355,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",0
494,False,"{'a': 0.6, 'e': 0.999999999999917}",20,0,-144.54407467425497,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
495,False,"{'a': 0.6, 'e': 0.9999999999999154}",20,0,-102.70440538061268,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
496,False,"{'a': 0.6, 'e': 0.9999999999999136}",25,0,-143.26159931132307,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
497,False,"{'a': 0.6, 'e': 0.9999999999999118}",20,0,-134.825026031143,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
498,False,"{'a': 0.6, 'e': 0.9999999999999101}",30,0,-155.51967520218187,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
499,False,"{'a': 0.6, 'e': 0.9999999999999083}",20,0,-235.78986568663612,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 5}",0
500,False,"{'a': 0.6, 'e': 0.9999999999999065}",20,0,-99.00573995709307,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
501,False,"{'a': 0.6, 'e': 0.9999999999999045}",25,0,-22.22947222079378,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
502,False,"{'a': 0.6, 'e': 0.9999999999999025}",25,15,-27.325166550775624,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.9999999999999007}",25,0,-129.1659122086029,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
504,False,"{'a': 0.6, 'e': 0.9999999999998985}",25,0,-115.81408923191756,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
505,False,"{'a': 0.6, 'e': 0.9999999999998965}",20,0,-42.777924229043464,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
506,False,"{'a': 0.6, 'e': 0.9999999999998945}",20,0,-83.44880050184534,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
507,False,"{'a': 0.6, 'e': 0.9999999999998923}",30,0,-104.16759523862986,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
508,False,"{'a': 0.6, 'e': 0.9999999999998901}",25,0,-105.48774815161549,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
509,False,"{'a': 0.6, 'e': 0.9999999999998879}",20,0,-129.3983420865798,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
510,False,"{'a': 0.6, 'e': 0.9999999999998856}",25,0,-105.98233680506954,"{0: 17, 1: 0, 2: 4, 3: 4, 4: 0}",0
511,False,"{'a': 0.6, 'e': 0.9999999999998834}",25,0,-148.06550593485963,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
512,False,"{'a': 0.6, 'e': 0.999999999999881}",25,0,-93.34038656931365,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
513,False,"{'a': 0.6, 'e': 0.9999999999998785}",30,0,-185.03047081526756,"{0: 15, 1: 2, 2: 11, 3: 0, 4: 2}",0
514,False,"{'a': 0.6, 'e': 0.9999999999998761}",25,0,-186.23650526820288,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
515,False,"{'a': 0.6, 'e': 0.9999999999998737}",25,0,-116.85886092047618,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
516,False,"{'a': 0.6, 'e': 0.9999999999998712}",25,0,-163.02938989787054,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
517,False,"{'a': 0.6, 'e': 0.9999999999998685}",25,0,-60.50381784277458,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
518,False,"{'a': 0.6, 'e': 0.9999999999998659}",20,0,-86.5381941468838,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
519,False,"{'a': 0.6, 'e': 0.9999999999998632}",20,0,-111.11298186191019,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
520,False,"{'a': 0.6, 'e': 0.9999999999998603}",20,0,-179.72759314872127,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
521,False,"{'a': 0.6, 'e': 0.9999999999998577}",20,0,-104.48616582692115,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
522,False,"{'a': 0.6, 'e': 0.9999999999998548}",20,0,-42.52546079056407,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
523,False,"{'a': 0.6, 'e': 0.9999999999998517}",35,0,-152.11771576685513,"{0: 20, 1: 4, 2: 9, 3: 1, 4: 1}",0
524,False,"{'a': 0.6, 'e': 0.9999999999998488}",20,0,-69.30730116560498,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
525,False,"{'a': 0.6, 'e': 0.9999999999998457}",30,0,-155.05516639096666,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
526,False,"{'a': 0.6, 'e': 0.9999999999998426}",20,0,-78.50508535737754,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
527,False,"{'a': 0.6, 'e': 0.9999999999998395}",20,0,-124.2928248590454,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
528,False,"{'a': 0.6, 'e': 0.9999999999998361}",25,0,-165.7071762337537,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
529,False,"{'a': 0.6, 'e': 0.9999999999998328}",25,0,-125.92599841581946,"{0: 14, 1: 0, 2: 8, 3: 3, 4: 0}",0
530,False,"{'a': 0.6, 'e': 0.9999999999998295}",20,5,-138.80123231101382,"{0: 6, 1: 0, 2: 5, 3: 3, 4: 1}",1
531,False,"{'a': 0.6, 'e': 0.9999999999998261}",25,0,-127.39241139219529,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
532,False,"{'a': 0.6, 'e': 0.9999999999998226}",30,0,-206.96048386170565,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 4}",0
533,False,"{'a': 0.6, 'e': 0.999999999999819}",30,0,-61.635606153293665,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
534,False,"{'a': 0.6, 'e': 0.9999999999998153}",25,0,-109.2732490619574,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
535,False,"{'a': 0.6, 'e': 0.9999999999998115}",20,0,-26.18243380533869,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
536,False,"{'a': 0.6, 'e': 0.9999999999998077}",25,0,-117.36178198211238,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
537,False,"{'a': 0.6, 'e': 0.9999999999998039}",30,0,-201.68849993524216,"{0: 14, 1: 8, 2: 4, 3: 1, 4: 3}",0
538,False,"{'a': 0.6, 'e': 0.9999999999997999}",20,0,-107.64958626663389,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
539,False,"{'a': 0.6, 'e': 0.9999999999997959}",30,0,-68.95554373421716,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
540,False,"{'a': 0.6, 'e': 0.9999999999997917}",20,0,-67.2059286024088,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
541,False,"{'a': 0.6, 'e': 0.9999999999997875}",20,0,-132.6640750593331,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
542,False,"{'a': 0.6, 'e': 0.9999999999997833}",25,0,-161.3313981255702,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
543,False,"{'a': 0.6, 'e': 0.9999999999997788}",20,0,-82.05722050289546,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
544,False,"{'a': 0.6, 'e': 0.9999999999997744}",20,0,-110.57721364840955,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
545,False,"{'a': 0.6, 'e': 0.9999999999997697}",20,0,-145.3157217770902,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
546,False,"{'a': 0.6, 'e': 0.9999999999997653}",25,0,-13.780657609578753,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
547,False,"{'a': 0.6, 'e': 0.9999999999997604}",25,0,-147.83963010899402,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
548,False,"{'a': 0.6, 'e': 0.9999999999997555}",20,0,-65.49879722159824,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
549,False,"{'a': 0.6, 'e': 0.9999999999997506}",25,15,-76.7893715567654,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
550,False,"{'a': 0.6, 'e': 0.9999999999997455}",20,5,-58.65181053129056,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
551,False,"{'a': 0.6, 'e': 0.9999999999997404}",20,0,-139.12250255586184,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
552,False,"{'a': 0.6, 'e': 0.9999999999997353}",25,8,-84.75710545908557,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
553,False,"{'a': 0.6, 'e': 0.99999999999973}",20,0,-182.74088714817793,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
554,False,"{'a': 0.6, 'e': 0.9999999999997244}",25,2,-100.31787653969715,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 1}",1
555,False,"{'a': 0.6, 'e': 0.9999999999997189}",20,0,-54.34942391450051,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
556,False,"{'a': 0.6, 'e': 0.9999999999997131}",30,0,-190.67047551377917,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
557,False,"{'a': 0.6, 'e': 0.9999999999997073}",25,0,-219.8231659173695,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
558,False,"{'a': 0.6, 'e': 0.9999999999997016}",20,0,-77.68211982672948,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
559,False,"{'a': 0.6, 'e': 0.9999999999996956}",25,0,-186.32172436438333,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
560,False,"{'a': 0.6, 'e': 0.9999999999996894}",25,0,-114.66405846835546,"{0: 13, 1: 0, 2: 11, 3: 1, 4: 0}",0
561,False,"{'a': 0.6, 'e': 0.9999999999996831}",20,0,-126.11462629379923,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
562,False,"{'a': 0.6, 'e': 0.9999999999996767}",30,0,-154.23314591495912,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
563,False,"{'a': 0.6, 'e': 0.99999999999967}",25,0,-116.72532193861689,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
564,False,"{'a': 0.6, 'e': 0.9999999999996634}",25,0,-114.755801588583,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
565,False,"{'a': 0.6, 'e': 0.9999999999996567}",35,21,-9.541953170027998,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.6, 'e': 0.9999999999996496}",20,0,-178.35778901963525,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
567,False,"{'a': 0.6, 'e': 0.9999999999996427}",30,0,-156.31975822615374,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
568,False,"{'a': 0.6, 'e': 0.9999999999996354}",25,0,-99.45638098338588,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
569,False,"{'a': 0.6, 'e': 0.9999999999996281}",20,0,-134.4223601352498,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
570,False,"{'a': 0.6, 'e': 0.9999999999996205}",20,0,-69.04300331012035,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
571,False,"{'a': 0.6, 'e': 0.9999999999996128}",25,0,-25.26154103815525,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
572,False,"{'a': 0.6, 'e': 0.999999999999605}",30,20,-3.7860742799322704,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 0.999999999999597}",30,0,-124.18920681665819,"{0: 21, 1: 1, 2: 3, 3: 4, 4: 1}",0
574,False,"{'a': 0.6, 'e': 0.999999999999589}",20,0,-144.82289109873477,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
575,False,"{'a': 0.6, 'e': 0.9999999999995806}",30,0,-134.08793131454638,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
576,False,"{'a': 0.6, 'e': 0.9999999999995721}",20,0,-115.89551495734271,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
577,False,"{'a': 0.6, 'e': 0.9999999999995635}",30,0,-204.5679890612395,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
578,False,"{'a': 0.6, 'e': 0.9999999999995546}",20,0,-145.99033149416425,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
579,False,"{'a': 0.6, 'e': 0.9999999999995457}",25,12,-52.64141838068573,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
580,False,"{'a': 0.6, 'e': 0.9999999999995366}",20,0,-125.45411975588416,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
581,False,"{'a': 0.6, 'e': 0.999999999999527}",20,0,-100.0359896726884,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
582,False,"{'a': 0.6, 'e': 0.9999999999995175}",25,2,-113.71519826475074,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 3}",1
583,False,"{'a': 0.6, 'e': 0.999999999999508}",30,0,-180.5970160968037,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
584,False,"{'a': 0.6, 'e': 0.999999999999498}",35,0,-308.73243483803356,"{0: 16, 1: 3, 2: 9, 3: 3, 4: 4}",0
585,False,"{'a': 0.6, 'e': 0.9999999999994877}",35,0,-198.31731775773642,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
586,False,"{'a': 0.6, 'e': 0.9999999999994775}",20,0,-139.26230592479035,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
587,False,"{'a': 0.6, 'e': 0.9999999999994669}",20,0,-40.510991487744214,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
588,False,"{'a': 0.6, 'e': 0.999999999999456}",30,5,-96.35331432149887,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",1
589,False,"{'a': 0.6, 'e': 0.9999999999994451}",20,0,-215.48484481396457,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
590,False,"{'a': 0.6, 'e': 0.9999999999994338}",25,4,-118.22293892145612,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 1}",1
591,False,"{'a': 0.6, 'e': 0.9999999999994225}",20,0,-118.91548939070758,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
592,False,"{'a': 0.6, 'e': 0.9999999999994107}",20,0,-39.4410639676925,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
593,False,"{'a': 0.6, 'e': 0.9999999999993989}",20,0,-117.0927348532197,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
594,False,"{'a': 0.6, 'e': 0.9999999999993867}",25,0,-171.1414311710427,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
595,False,"{'a': 0.6, 'e': 0.9999999999993743}",25,14,-29.782675865086965,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
596,False,"{'a': 0.6, 'e': 0.9999999999993616}",25,0,-91.66997670623135,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
597,False,"{'a': 0.6, 'e': 0.9999999999993487}",25,0,-155.44559505280884,"{0: 14, 1: 1, 2: 5, 3: 4, 4: 1}",0
598,False,"{'a': 0.6, 'e': 0.9999999999993356}",20,0,-56.18299538220123,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
599,False,"{'a': 0.6, 'e': 0.9999999999993223}",25,0,-194.0572317479271,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
600,False,"{'a': 0.6, 'e': 0.9999999999993086}",20,0,-116.62218374565926,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
601,False,"{'a': 0.6, 'e': 0.9999999999992946}",35,0,-139.948034112824,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 3}",0
602,False,"{'a': 0.6, 'e': 0.9999999999992804}",25,0,-85.91944480827613,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
603,False,"{'a': 0.6, 'e': 0.9999999999992657}",20,0,-122.85165678642493,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
604,False,"{'a': 0.6, 'e': 0.999999999999251}",20,4,-55.32253012030968,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.999999999999236}",20,0,-178.34755595434964,"{0: 11, 1: 0, 2: 3, 3: 4, 4: 2}",0
606,False,"{'a': 0.6, 'e': 0.9999999999992204}",25,0,-185.0957212991909,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
607,False,"{'a': 0.6, 'e': 0.9999999999992046}",20,0,-45.55887128143751,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
608,False,"{'a': 0.6, 'e': 0.9999999999991886}",20,0,-43.11075868966887,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
609,False,"{'a': 0.6, 'e': 0.9999999999991722}",30,0,-101.5296368514396,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
610,False,"{'a': 0.6, 'e': 0.9999999999991556}",20,0,-134.09574029258488,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
611,False,"{'a': 0.6, 'e': 0.9999999999991385}",20,0,-91.54990992397775,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
612,False,"{'a': 0.6, 'e': 0.9999999999991209}",25,0,-127.92234577379737,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
613,False,"{'a': 0.6, 'e': 0.9999999999991032}",35,0,-136.58579693727853,"{0: 23, 1: 2, 2: 8, 3: 0, 4: 2}",0
614,False,"{'a': 0.6, 'e': 0.9999999999990852}",20,0,-128.45129720491428,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
615,False,"{'a': 0.6, 'e': 0.9999999999990667}",20,6,-99.25880226216952,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 2}",1
616,False,"{'a': 0.6, 'e': 0.9999999999990479}",25,0,-74.43870407188177,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
617,False,"{'a': 0.6, 'e': 0.9999999999990286}",25,0,-195.62677496965935,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
618,False,"{'a': 0.6, 'e': 0.999999999999009}",20,0,-84.18691932959128,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
619,False,"{'a': 0.6, 'e': 0.9999999999989888}",25,0,-108.1393857361178,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
620,False,"{'a': 0.6, 'e': 0.9999999999989686}",30,0,-171.0212701375166,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
621,False,"{'a': 0.6, 'e': 0.9999999999989477}",30,0,-168.26126320072547,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
622,False,"{'a': 0.6, 'e': 0.9999999999989264}",20,0,-56.781014979095445,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
623,False,"{'a': 0.6, 'e': 0.9999999999989047}",30,0,-69.92837853102894,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
624,False,"{'a': 0.6, 'e': 0.9999999999988827}",25,0,-102.13859758332859,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
625,False,"{'a': 0.6, 'e': 0.99999999999886}",20,0,-167.83251802220704,"{0: 10, 1: 3, 2: 2, 3: 3, 4: 2}",0
626,False,"{'a': 0.6, 'e': 0.9999999999988369}",25,0,-139.2696472692336,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
627,False,"{'a': 0.6, 'e': 0.9999999999988134}",20,0,-110.76004763578473,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
628,False,"{'a': 0.6, 'e': 0.9999999999987894}",30,0,-179.74476806387457,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
629,False,"{'a': 0.6, 'e': 0.999999999998765}",20,0,-75.15399288004926,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
630,False,"{'a': 0.6, 'e': 0.9999999999987401}",25,0,-183.54325840060685,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
631,False,"{'a': 0.6, 'e': 0.9999999999987146}",20,2,-58.05658853958074,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 0}",1
632,False,"{'a': 0.6, 'e': 0.9999999999986886}",20,0,-85.10266272039692,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
633,False,"{'a': 0.6, 'e': 0.9999999999986622}",20,5,-195.0850249617598,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 4}",1
634,False,"{'a': 0.6, 'e': 0.9999999999986351}",30,0,-119.94083950088611,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
635,False,"{'a': 0.6, 'e': 0.9999999999986076}",20,7,-21.3998452233855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
636,False,"{'a': 0.6, 'e': 0.9999999999985796}",20,0,-94.39205596131988,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
637,False,"{'a': 0.6, 'e': 0.9999999999985507}",35,0,-175.8298416274655,"{0: 22, 1: 3, 2: 7, 3: 0, 4: 3}",0
638,False,"{'a': 0.6, 'e': 0.9999999999985214}",35,0,-111.08107169602128,"{0: 24, 1: 0, 2: 10, 3: 0, 4: 1}",0
639,False,"{'a': 0.6, 'e': 0.9999999999984917}",25,0,-171.89141925318597,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
640,False,"{'a': 0.6, 'e': 0.9999999999984612}",35,0,-161.19186970474135,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
641,False,"{'a': 0.6, 'e': 0.9999999999984301}",25,0,-166.29447304676447,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
642,False,"{'a': 0.6, 'e': 0.9999999999983984}",20,0,-64.09879330709808,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.6, 'e': 0.999999999998366}",25,0,-104.67893292768366,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
644,False,"{'a': 0.6, 'e': 0.9999999999983331}",20,13,-29.713788314709355,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
645,False,"{'a': 0.6, 'e': 0.9999999999982994}",25,0,-126.89822169704009,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
646,False,"{'a': 0.6, 'e': 0.9999999999982649}",35,0,-114.3789866139345,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
647,False,"{'a': 0.6, 'e': 0.9999999999982299}",30,12,-83.82851971674114,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
648,False,"{'a': 0.6, 'e': 0.9999999999981941}",20,0,-184.77511246345057,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
649,False,"{'a': 0.6, 'e': 0.9999999999981577}",35,0,-130.41901884412312,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 2}",0
650,False,"{'a': 0.6, 'e': 0.9999999999981204}",25,0,-190.61568420997688,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
651,False,"{'a': 0.6, 'e': 0.9999999999980824}",30,0,-111.67250699581143,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
652,False,"{'a': 0.6, 'e': 0.9999999999980438}",25,0,-110.06763385554927,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
653,False,"{'a': 0.6, 'e': 0.9999999999980043}",25,0,-132.4841764871138,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
654,False,"{'a': 0.6, 'e': 0.9999999999979639}",20,0,-153.62419921381527,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
655,False,"{'a': 0.6, 'e': 0.9999999999979228}",30,0,-145.4410671344142,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
656,False,"{'a': 0.6, 'e': 0.9999999999978808}",20,0,-129.38985373653387,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
